;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
8776;femenino;industria;fabrica_de_;popular;1;1;2019-06-13;4800000.0;microempresarial
8778;masculino;comercio;comidas_rapidas;aranjuez;3;4;2017-11-15;7000000.0;microempresarial
8779;femenino;industria;fabrica_de_;manrique_central_no__1;2;4;2018-07-04;7000000.0;microempresarial
8780;femenino;industria;fabrica_de_productos_;lopez_de_mesa;3;7;2016-05-13;28267000.0;empresarial_ed__
8781;masculino;industria;fabrica_de_;san_javier_no_1;1;13;2016-07-28;6890000.0;microempresarial
8782;masculino;comercio;tienda;robledo;3;7;2017-09-01;7377000.0;microempresarial
8783;femenino;comercio;almacen_de_ropa_en_;manrique_oriental;2;3;2017-03-07;7377000.0;microempresarial
8784;femenino;comercio;papeleria;castilla;3;5;2019-03-22;8200000.0;microempresarial
8785;masculino;servicio;variedades;pablo_vi;2;2;2019-03-15;8200000.0;microempresarial
8786;masculino;servicio;lavadero_de_;manrique_oriental;2;3;2018-07-09;7800000.0;microempresarial
8787;masculino;comercio;variedades;popular;2;1;2018-11-14;7800000.0;microempresarial
8788;femenino;servicio;peluqueria;popular;2;1;2018-11-06;2000000.0;microempresarial
8789;masculino;comercio;variedades;doce_de_octubre_no_2;2;6;2017-01-13;7000000.0;microempresarial
8790;femenino;comercio;comidas_rapidas;guayabal;3;15;2017-12-12;7300000.0;microempresarial
8791;femenino;comercio;comidas_rapidas;robledo;2;7;2018-09-05;6000000.0;microempresarial
8792;femenino;comercio;almacen_de_ropa_en_;belen;3;16;2017-10-06;4000000.0;microempresarial
8793;femenino;industria;fabrica_de_;aranjuez;2;4;2018-01-12;4500000.0;microempresarial
8795;femenino;servicio;variedades;manrique_central_no__1;2;4;2017-07-25;7370000.0;microempresarial
8796;femenino;comercio;barberia;manrique_central_no__1;1;4;2018-05-02;4000000.0;microempresarial
8797;femenino;industria;fabrica_de_;andalucia;2;2;2017-05-17;6000000.0;microempresarial
8798;femenino;comercio;tienda;manrique_oriental;1;3;2018-05-21;7800000.0;microempresarial
8799;masculino;servicio;comidas_rapidas;universidad_de_;2;9;2019-04-29;8000000.0;microempresarial
8800;masculino;servicio;peluqueria;la_milagrosa;2;9;2018-05-15;5000000.0;microempresarial
8801;masculino;industria;fabrica_de_;belen;3;16;2018-03-15;4000000.0;microempresarial
8802;femenino;comercio;comidas_rapidas;buenos_aires;2;9;2017-01-17;4000000.0;microempresarial
8803;femenino;servicio;carniceria;santo_domingo_savio_;1;1;2016-11-24;6890000.0;microempresarial
8804;masculino;comercio;ferreteria;santa_cruz;2;2;2017-06-21;7000000.0;microempresarial
8805;femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6;2017-05-23;7377000.0;microempresarial
8806;femenino;comercio;variedades;santo_domingo_savio_;1;1;2017-11-15;7300000.0;microempresarial
8807;femenino;industria;fabrica_de_alimentos;robledo;2;7;2016-02-23;5500000.0;microempresarial
8809;femenino;comercio;tienda;belencito;2;13;2018-01-22;3000000.0;microempresarial
8810;femenino;comercio;variedades;cabecera_san_antonio_;2;80;2018-02-13;6000000.0;microempresarial
8811;femenino;servicio;fabrica_de_;cabecera_san_cristobal;2;60;2016-06-27;6890000.0;microempresarial
8812;femenino;industria;fabrica_de_;san_diego;2;10;2019-03-26;4000000.0;microempresarial
8813;femenino;comercio;variedades;castilla;2;5;2018-10-29;7000000.0;microempresarial
8814;femenino;comercio;almacen_de_ropa_en_;robledo;2;7;2016-10-14;6890000.0;microempresarial
8815;masculino;comercio;fabrica_de_alimentos;las_palmas;3;10;2018-10-18;2000000.0;microempresarial
8817;femenino;agropecuaria;criadero_de_animales_;san_javier_no_2;2;13;2016-02-17;5000000.0;agropecuaria
8818;femenino;agropecuaria;sembrados;san_josé_de_la_montaña;2;60;2017-06-02;4000000.0;microempresarial
8819;femenino;comercio;charcuteria;enciso;2;8;2018-07-10;5500000.0;microempresarial
8820;masculino;industria;fabrica_de_;aranjuez;2;4;2016-06-08;4000000.0;microempresarial
8821;masculino;industria;ebanistaria;picacho;1;6;2019-04-30;5200000.0;microempresarial
8822;masculino;comercio;variedades;carpinelo;1;1;2018-12-04;1700000.0;microempresarial
8823;femenino;comercio;variedades;castilla;3;5;2018-07-25;7800000.0;microempresarial
8824;femenino;comercio;variedades;villatina;1;8;2017-01-25;30000000.0;empresarial_ed__
8825;masculino;servicio;taller_de_electronica;robledo;2;7;2018-02-06;5000000.0;microempresarial
8826;femenino;industria;fabrica_de_;el_pinal;2;8;2016-05-26;6800000.0;microempresarial
8827;femenino;industria;fabrica_de_;cabecera_san_cristobal;2;60;2018-03-08;2000000.0;microempresarial
8828;femenino;comercio;lavanderia;campo_valdes_no__1;2;4;2017-07-18;7300000.0;microempresarial
8829;femenino;comercio;almacen_de_ropa_en_;el_salvador;2;9;2016-09-09;5000000.0;microempresarial
8830;femenino;industria;fabrica_de_;cabecera_san_cristobal;2;7;2019-05-14;8280000.0;microempresarial
8831;masculino;comercio;variedades;robledo;3;7;2017-08-23;7370000.0;microempresarial
8832;masculino;industria;fabrica_de_;llanaditas;1;8;2018-06-08;7800000.0;microempresarial
8833;masculino;comercio;tienda_naturista;robledo;2;7;2017-08-11;7300000.0;microempresarial
8834;femenino;servicio;tienda;florida_nueva;3;11;2017-04-25;700000.0;microempresarial
8835;masculino;agropecuaria;bares;boston;3;10;2017-04-24;3000000.0;microempresarial
8836;femenino;comercio;fabrica_de_;florencia;3;5;2017-06-13;7300000.0;microempresarial
8837;masculino;comercio;comidas_rapidas;robledo;1;7;2017-03-21;7377000.0;microempresarial
8841;femenino;servicio;fabrica_de_;popular;2;1;2017-06-09;6000000.0;microempresarial
8843;femenino;industria;taller_de_mecanica;pedregal;3;6;2016-10-11;5000000.0;microempresarial
8844;masculino;comercio;miscelanea;el_salvador;2;9;2017-11-03;5000000.0;microempresarial
8845;masculino;comercio;variedades;san_javier_no_1;2;13;2018-11-13;6000000.0;microempresarial
8847;masculino;industria;fabrica_de_traperos;manrique_central_no__2;2;3;2016-04-28;6890000.0;microempresarial
8848;masculino;servicio;mantenimiento_en_;santa_cruz;2;2;2017-03-28;4500000.0;microempresarial
8849;masculino;comercio;taller_de_electronica;robledo;3;7;2016-12-02;5000000.0;microempresarial
8850;femenino;industria;marroquineria;pedregal;3;6;2016-07-18;6000000.0;microempresarial
8851;femenino;comercio;tienda_de_helados;manrique_oriental;2;3;2018-11-14;3000000.0;microempresarial
8852;femenino;industria;mantenimiento_en_;castilla;3;5;2018-03-14;4000000.0;microempresarial
8854;femenino;comercio;papeleria;la_floresta;3;12;2016-06-22;1000000.0;microempresarial
8855;masculino;servicio;comidas_rapidas;buenos_aires;3;9;2016-08-23;6890000.0;microempresarial
8857;femenino;industria;fabrica_de_;playon_de_los_;1;2;2017-06-30;3500000.0;microempresarial
8858;femenino;servicio;comidas_rapidas;manrique_central_no__1;2;4;2018-03-09;781000.0;microempresarial
8859;masculino;servicio;fabrica_de_arepas;cabecera_san_cristobal;2;60;2017-06-08;3000000.0;microempresarial
8860;femenino;servicio;restaurante;santo_domingo_savio_;2;1;2016-02-29;6890000.0;microempresarial
8861;femenino;industria;fabrica_de_;manrique_central_no__2;1;3;2017-01-13;5000000.0;microempresarial
8862;masculino;industria;fabrica_de_alimentos;lopez_de_mesa;3;7;2018-04-04;3500000.0;microempresarial
8863;femenino;industria;fabrica_de_;barrio_caicedo;2;9;2017-10-05;7300000.0;microempresarial
8864;masculino;comercio;taller_de_electronica;buenos_aires;3;9;2017-05-09;7377000.0;microempresarial
8865;femenino;comercio;almacen_de_ropa_en_;aranjuez;3;4;2018-11-14;7500000.0;microempresarial
8868;femenino;comercio;drogueria;santo_domingo_savio_;1;1;2019-03-06;8000000.0;microempresarial
8869;femenino;comercio;comidas_rapidas;robledo;2;7;2018-12-06;1200000.0;microempresarial
8870;femenino;servicio;peluqueria;robledo;3;7;2018-04-23;6500000.0;microempresarial
8871;femenino;comercio;tienda;manrique_central_no__2;3;3;2017-01-04;6000000.0;microempresarial
8872;femenino;comercio;comidas_rapidas;belen;2;16;2016-10-10;5000000.0;microempresarial
8873;femenino;agropecuaria;sembrados;santa_elena_central;1;90;2017-12-27;2000000.0;microempresarial
8875;femenino;servicio;comidas_rapidas;alfonso_lopez;3;5;2017-12-11;5000000.0;microempresarial
8876;femenino;comercio;tienda;granizal;2;1;2017-07-27;5000000.0;microempresarial
8877;femenino;industria;fabrica_de_;aranjuez;2;4;2017-01-19;7000000.0;microempresarial
8878;femenino;servicio;fabrica_de_;juan_xxiii_la_quiebra;1;13;2018-10-26;5000000.0;microempresarial
8879;femenino;industria;fabrica_de_;san_javier_no_1;3;13;2016-04-29;6894000.0;microempresarial
8880;femenino;comercio;almacen_de_ropa_en_;playon_de_los_;2;2;2018-09-05;7800000.0;microempresarial
8881;masculino;comercio;comidas_rapidas;robledo;1;7;2017-07-11;5000000.0;microempresarial
8883;femenino;comercio;comidas_rapidas;barrio_caicedo;2;9;2017-05-19;7000000.0;microempresarial
8884;masculino;industria;fabrica_de_;san_javier_no_1;1;13;2016-02-01;6800000.0;microempresarial
8885;femenino;industria;fabrica_de_;robledo;3;7;2018-05-22;4000000.0;microempresarial
8886;femenino;industria;fabrica_de_;la_loma;2;60;2018-12-13;7800000.0;microempresarial
8887;femenino;industria;fabrica_de_;robledo;2;7;2017-03-15;2000000.0;microempresarial
8888;femenino;industria;fabrica_de_;robledo;2;7;2016-07-29;3000000.0;microempresarial
8889;femenino;industria;fabrica_de_;villa_niza;2;2;2018-02-21;7800000.0;microempresarial
8890;femenino;servicio;peluqueria;popular;2;1;2018-07-16;1200000.0;microempresarial
8891;masculino;comercio;tienda;manrique_central_no__1;3;4;2017-10-25;6000000.0;microempresarial
8892;femenino;servicio;comidas_rapidas;manrique_central_no__2;2;3;2016-12-19;6890000.0;microempresarial
8893;masculino;comercio;comidas_rapidas;buenos_aires;3;9;2017-09-11;7000000.0;microempresarial
8897;femenino;comercio;variedades;buenos_aires;1;9;2017-10-10;3000000.0;microempresarial
8898;masculino;agropecuaria;sembrados;cabecera_san_cristobal;2;60;2019-05-21;5000000.0;microempresarial
8899;masculino;servicio;comidas_rapidas;20_de_julio;2;13;2016-12-20;3000000.0;microempresarial
8900;femenino;comercio;variedades;barrio_caicedo;2;9;2018-01-29;7000000.0;microempresarial
8901;femenino;comercio;variedades;la_floresta;3;12;2018-02-15;7500000.0;microempresarial
8902;femenino;comercio;comidas_rapidas;buenos_aires;1;9;2016-07-15;6890000.0;microempresarial
8903;femenino;comercio;papeleria;doce_de_octubre_no_1;2;6;2018-04-20;2500000.0;microempresarial
8904;masculino;industria;carniceria;guayabal;3;15;2017-06-27;7377000.0;microempresarial
8905;masculino;servicio;barberia;nuevos_conquistadores;1;13;2016-10-11;4000000.0;microempresarial
8906;masculino;servicio;comidas_rapidas;buenos_aires;2;9;2017-07-06;3000000.0;microempresarial
8907;femenino;comercio;variedades;robledo;1;7;2018-11-08;1200000.0;microempresarial
8908;masculino;comercio;tienda;centro_admtivo;2;10;2018-03-22;5000000.0;microempresarial
8909;masculino;comercio;legumbreria;santo_domingo_savio_;1;1;2018-05-16;780000.0;microempresarial
8910;femenino;servicio;miscelanea;castilla;3;5;2017-03-07;3000000.0;microempresarial
8911;masculino;servicio;comidas_rapidas;la_floresta;1;12;2018-01-31;4000000.0;microempresarial
8912;femenino;comercio;almacen_de_ropa_en_;kennedy;2;6;2018-06-13;7800000.0;microempresarial
8913;femenino;comercio;comidas_rapidas;vrda__san_cristobal_;3;60;2016-02-01;1100000.0;microempresarial
8914;masculino;comercio;variedades;manrique_oriental;2;3;2017-03-06;7347000.0;microempresarial
8915;femenino;comercio;restaurante;barrio_caicedo;2;9;2016-09-22;6890000.0;microempresarial
8917;femenino;servicio;barberia;robledo;2;7;2017-11-08;3000000.0;microempresarial
8918;femenino;comercio;variedades;santa_cruz;2;2;2019-01-15;6000000.0;microempresarial
8919;femenino;industria;fabrica_de_;playon_de_los_;1;2;2017-06-09;5000000.0;microempresarial
8920;femenino;comercio;tienda;buenos_aires;2;9;2018-11-28;7800000.0;microempresarial
8921;masculino;comercio;comidas_rapidas;buenos_aires;3;9;2018-10-30;783000.0;microempresarial
8922;masculino;comercio;almacen_de_ropa_en_;carpinelo;1;1;2018-03-14;2000000.0;microempresarial
8924;femenino;industria;fabrica_de_;popular;1;1;2017-09-15;5000000.0;microempresarial
8925;masculino;servicio;publicidad_y_;calasanz;3;12;2017-07-17;3000000.0;empresarial_ed__
8926;femenino;comercio;restaurante;moravia;1;4;2017-09-04;7370000.0;microempresarial
8927;femenino;industria;fabrica_de_;barrio_caicedo;2;9;2018-03-02;7800000.0;microempresarial
8928;femenino;comercio;miscelanea;castilla;3;5;2018-07-10;7800000.0;microempresarial
8930;femenino;comercio;variedades;enciso;3;8;2017-11-22;5300000.0;microempresarial
8931;femenino;comercio;lavanderia;robledo;1;7;2018-07-11;6000000.0;microempresarial
8932;femenino;comercio;tienda;santa_cruz;2;2;2018-06-14;7800000.0;microempresarial
8933;femenino;servicio;peluqueria;barrio_caicedo;2;9;2018-11-06;7800000.0;microempresarial
8934;femenino;servicio;mantenimiento_en_;robledo;3;7;2016-04-25;4000000.0;microempresarial
8935;femenino;comercio;variedades;manrique_central_no__1;1;4;2018-03-05;7000000.0;microempresarial
8937;femenino;comercio;variedades;manrique_oriental;2;3;2018-03-22;5000000.0;microempresarial
8939;masculino;servicio;mantenimiento_en_;el_salvador;3;9;2017-11-07;4300000.0;microempresarial
8940;femenino;comercio;comidas_rapidas;castilla;2;5;2018-02-28;3000000.0;microempresarial
8941;femenino;comercio;variedades;monteclaro;2;7;2018-09-17;7812000.0;microempresarial
8942;femenino;comercio;variedades;playon_de_los_;1;2;2018-03-12;4000000.0;microempresarial
8943;femenino;comercio;comidas_rapidas;moravia;2;4;2018-07-19;800000.0;microempresarial
8944;femenino;industria;fabrica_de_calzado;belen;3;16;2016-06-14;20000000.0;juridica_y_cap_semilla
8946;femenino;servicio;fabrica_de_alimentos;andalucia;2;2;2017-06-08;30000000.0;empresarial_ed__
8947;femenino;servicio;peluqueria;robledo;1;7;2018-02-27;7812000.0;microempresarial
8948;femenino;comercio;cafe_e_internet;la_milagrosa;2;9;2017-02-06;7370000.0;microempresarial
8949;femenino;comercio;fabrica_de_alimentos;la_milagrosa;2;9;2018-04-03;2200000.0;microempresarial
8950;masculino;comercio;fabrica_de_;palermo;2;4;2017-08-23;7370000.0;microempresarial
8951;masculino;comercio;taller_de_mecanica;robledo;3;7;2018-08-09;3000000.0;microempresarial
8952;masculino;industria;carpinteria;centro_admtivo;3;10;2018-09-10;7000000.0;microempresarial
8953;femenino;comercio;almacen_de_ropa_en_;robledo;3;7;2018-01-25;7350000.0;microempresarial
8954;masculino;comercio;comidas_rapidas;centro_admtivo;2;10;2018-02-13;7800000.0;microempresarial
8955;femenino;servicio;barberia;buenos_aires;3;9;2019-05-10;8281000.0;microempresarial
8956;femenino;industria;fabrica_de_;castilla;3;5;2017-01-25;7000000.0;microempresarial
8957;femenino;industria;variedades;granizal;2;1;2018-10-26;6000000.0;microempresarial
8958;femenino;comercio;fabrica_de_;la_libertad;2;8;2018-02-19;7000000.0;microempresarial
8959;masculino;servicio;fabrica_de_muebles;doce_de_octubre_no_1;2;6;2019-05-23;7500000.0;microempresarial
8960;masculino;comercio;ferreteria;san_javier_no_1;1;13;2018-08-08;3000000.0;microempresarial
8962;femenino;comercio;sembrados;vrda__palmitas_;2;50;2016-02-15;6000000.0;microempresarial
8963;femenino;comercio;variedades;aranjuez;3;4;2018-04-10;7500000.0;microempresarial
8964;femenino;comercio;tienda;san_javier_no_1;2;13;2017-05-08;7377000.0;microempresarial
8965;femenino;comercio;almacen_de_ropa_en_;barrio_caicedo;1;9;2018-04-26;7800000.0;microempresarial
8966;femenino;servicio;variedades;manrique_oriental;2;3;2018-04-17;7800000.0;microempresarial
8967;femenino;industria;fabrica_de_calzado;barrio_caicedo;1;9;2016-07-26;3000000.0;microempresarial
8968;femenino;servicio;hoteles_moteles_;santa_elena_central;3;90;2017-02-01;7377000.0;microempresarial
8969;masculino;comercio;variedades;manrique_central_no__1;1;4;2017-05-19;7377000.0;microempresarial
8970;femenino;comercio;variedades;enciso;1;8;2018-07-05;2000000.0;microempresarial
8971;masculino;industria;fabrica_de_;granizal;2;1;2017-05-12;3000000.0;microempresarial
8973;masculino;servicio;barberia;el_socorro;2;13;2016-06-27;3300000.0;microempresarial
8974;femenino;servicio;comidas_rapidas;castilla;3;5;2017-07-19;7370000.0;microempresarial
8975;masculino;comercio;comidas_rapidas;buenos_aires;3;9;2017-11-28;6000000.0;microempresarial
8976;masculino;comercio;granero;cabecera_san_cristobal;2;60;2017-11-07;7300000.0;microempresarial
8977;femenino;comercio;tienda;robledo;1;7;2018-03-02;1300000.0;microempresarial
8978;masculino;comercio;variedades;san_javier_no_1;2;13;2017-09-22;7300000.0;microempresarial
8979;masculino;comercio;variedades;villatina;1;9;2019-02-05;6000000.0;microempresarial
8980;femenino;agropecuaria;tienda;manrique_central_no__2;1;3;2016-11-25;3000000.0;microempresarial
8981;masculino;comercio;fabrica_de_alimentos;belen;2;16;2018-06-05;7300000.0;microempresarial
8982;femenino;comercio;variedades;robledo;3;7;2016-11-18;6890000.0;microempresarial
8983;masculino;servicio;barberia;cabecera_san_antonio_;3;80;2016-09-28;6890000.0;microempresarial
8984;femenino;industria;fabrica_de_;santa_cruz;2;2;2017-06-20;3000000.0;microempresarial
8985;masculino;comercio;marroquineria;campo_valdes_no__1;3;4;2018-02-13;3000000.0;microempresarial
8986;femenino;servicio;publicidad_y_;manrique_central_no__1;2;4;2018-02-12;7800000.0;microempresarial
8987;femenino;industria;variedades;santa_cruz;2;2;2018-03-15;2000000.0;microempresarial
8988;femenino;comercio;tienda;20_de_julio;1;13;2018-03-23;783000.0;microempresarial
8989;masculino;comercio;comidas_rapidas;santa_cruz;2;2;2017-03-10;7377000.0;microempresarial
8990;femenino;comercio;variedades;enciso;2;8;2019-01-22;4000000.0;microempresarial
8991;masculino;industria;fabrica_de_;castilla;3;5;2018-10-16;7800000.0;microempresarial
8992;femenino;comercio;almacen_de_ropa_en_;la_milagrosa;2;9;2018-11-09;3000000.0;microempresarial
8993;masculino;servicio;comidas_rapidas;belen;3;16;2016-04-07;5800000.0;microempresarial
8994;femenino;industria;fabrica_de_;manrique_central_no__1;2;4;2017-12-29;5000000.0;microempresarial
8995;femenino;comercio;tienda_naturista;doce_de_octubre_no_1;2;6;2017-06-06;7000000.0;microempresarial
8996;femenino;servicio;fabrica_de_;loreto;2;9;2017-02-07;7370000.0;microempresarial
8997;femenino;industria;fabrica_de_;villatina;2;8;2016-03-15;6890000.0;microempresarial
8998;masculino;comercio;legumbreria;andalucia;2;2;2018-12-18;1000000.0;microempresarial
8999;femenino;comercio;comidas_rapidas;robledo;3;7;2016-12-22;1500000.0;microempresarial
9000;masculino;agropecuaria;criadero_de_animales_;belen;3;16;2019-02-27;4000000.0;microempresarial
9001;masculino;servicio;fotografia;20_de_julio;1;13;2016-04-07;6500000.0;microempresarial
9002;femenino;comercio;comidas_rapidas;moravia;1;4;2016-06-27;6890000.0;microempresarial
9003;femenino;comercio;variedades;la_esperanza;1;6;2017-11-21;7300000.0;microempresarial
9005;femenino;industria;fabrica_de_;progreso;1;5;2018-07-05;6000000.0;microempresarial
9006;masculino;servicio;variedades;robledo;2;7;2016-09-29;5000000.0;microempresarial
9007;femenino;comercio;papeleria;andalucia;2;2;2017-07-06;2000000.0;microempresarial
9008;femenino;comercio;tienda;doce_de_octubre_no_1;1;6;2016-03-04;5000000.0;microempresarial
9009;femenino;servicio;peluqueria;aranjuez;3;4;2017-09-01;7000000.0;microempresarial
9010;femenino;comercio;panaderia;robledo;3;7;2017-02-16;7000000.0;microempresarial
9011;femenino;industria;fabrica_de_;belen;3;16;2017-05-19;6000000.0;microempresarial
9013;femenino;servicio;almacen_de_ropa_en_;san_jose_de_la_cima_no__;2;3;2019-06-06;5000000.0;microempresarial
9014;femenino;comercio;tienda;cabecera_san_antonio_;3;10;2019-03-13;1500000.0;microempresarial
9015;masculino;comercio;carniceria;aguas_frias;2;70;2017-12-14;7300000.0;microempresarial
