;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
2195;masculino;servicio;mantenimiento_en_;castilla;3;5;2017-05-17;30249103.0;empresarial_ed__
2196;femenino;servicio;tienda;robledo;2;7;2017-10-17;5000000.0;microempresarial
2197;femenino;comercio;distribuidora_de_;manrique_central_no__2;2;3;2016-02-16;6890000.0;microempresarial
2198;masculino;comercio;tienda;palmitas;1;50;2016-08-23;4000000.0;microempresarial
2199;masculino;servicio;taller_de_mecanica;villatina;2;8;2018-01-05;7300000.0;microempresarial
2200;femenino;comercio;peluqueria;castilla;3;5;2017-08-02;7370000.0;microempresarial
2201;femenino;servicio;papeleria;popular;2;1;2017-05-23;3000000.0;microempresarial
2202;femenino;industria;fabrica_de_;girardot;3;5;2017-03-27;7377000.0;microempresarial
2203;masculino;industria;fabrica_de_;robledo;1;7;2016-05-31;4000000.0;microempresarial
2204;femenino;comercio;distribuidora_de_;santo_domingo_savio_;1;1;2018-07-05;7800000.0;microempresarial
2205;masculino;servicio;comidas_rapidas;la_candelaria;3;10;2019-03-05;8200000.0;microempresarial
2206;masculino;servicio;recreativo_educativo;el_salvador;3;9;2019-01-29;8281000.0;microempresarial
2207;femenino;servicio;comidas_rapidas;santo_domingo_savio_;2;1;2017-05-12;6000000.0;microempresarial
2208;masculino;comercio;tienda;la_milagrosa;2;9;2016-09-05;6890000.0;microempresarial
2209;femenino;servicio;comidas_rapidas;santo_domingo_savio_;2;1;2017-04-18;4000000.0;microempresarial
2210;femenino;comercio;miscelanea;manrique_central_no__2;1;3;2016-12-13;6900000.0;microempresarial
2211;femenino;industria;fabrica_de_;castilla;3;5;2018-05-17;7500000.0;microempresarial
2212;femenino;comercio;variedades;playon_de_los_;2;2;2018-09-11;3750000.0;microempresarial
2213;femenino;servicio;peluqueria;robledo;2;7;2018-05-18;5000000.0;microempresarial
2215;femenino;comercio;tienda;barrio_caicedo;1;9;2017-05-24;7300000.0;microempresarial
2216;femenino;industria;fabrica_de_;alfonso_lopez;2;5;2016-02-29;6890000.0;microempresarial
2217;masculino;comercio;drogueria;robledo;2;7;2018-02-20;7812000.0;microempresarial
2218;femenino;comercio;comidas_rapidas;altavista;2;16;2018-04-09;6000000.0;microempresarial
2219;femenino;comercio;almacen_de_ropa_en_;santa_margarita;2;7;2018-02-21;2500000.0;microempresarial
2220;femenino;servicio;miscelanea;el_poblado;2;14;2018-11-21;7800000.0;microempresarial
2221;masculino;industria;fabrica_de_;robledo;2;7;2018-10-11;7812420.0;microempresarial
2222;femenino;comercio;distribuidora_de_;cabecera_san_cristobal;2;60;2018-07-17;7800000.0;microempresarial
2223;femenino;comercio;panaderia;campo_valdes_no__1;3;4;2018-04-04;3500000.0;microempresarial
2224;femenino;industria;variedades;sucre;2;8;2017-03-17;2000000.0;microempresarial
2225;femenino;comercio;fabrica_de_calzado;san_pablo;1;1;2016-09-22;2000000.0;microempresarial
2226;femenino;servicio;bares;kennedy;2;6;2017-10-24;7377000.0;microempresarial
2227;femenino;comercio;tienda;altavista;2;16;2018-01-23;4000000.0;microempresarial
2228;femenino;comercio;almacen_de_ropa_en_;robledo;2;7;2018-07-05;5000000.0;microempresarial
2230;femenino;industria;fabrica_de_;belen;3;16;2018-04-09;7800000.0;microempresarial
2231;masculino;servicio;comidas_rapidas;picachito;1;6;2017-09-22;7300000.0;microempresarial
2232;femenino;servicio;peluqueria;manrique_central_no__1;2;4;2016-10-07;6890000.0;microempresarial
2233;masculino;industria;fabrica_de_;cabecera_san_antonio_;2;80;2017-10-11;7000000.0;microempresarial
2234;femenino;servicio;fabrica_de_helados;picacho;1;6;2016-11-29;1500000.0;microempresarial
2235;femenino;industria;fabrica_de_;villa_niza;2;2;2018-08-13;3500000.0;microempresarial
2236;masculino;comercio;comidas_rapidas;enciso;2;8;2017-03-02;7337000.0;microempresarial
2237;masculino;comercio;variedades;villa_guadalupe;2;1;2018-11-26;7800000.0;microempresarial
2238;femenino;comercio;restaurante;juan_xxiii_la_quiebra;1;13;2017-03-14;7300000.0;microempresarial
2239;femenino;comercio;tienda_de_helados;girardot;3;5;2017-03-13;1200000.0;microempresarial
2240;femenino;comercio;ferreteria;belen;2;16;2019-02-04;6500000.0;microempresarial
2241;masculino;servicio;barberia;manrique_oriental;1;3;2018-04-10;7800000.0;microempresarial
2242;femenino;servicio;peluqueria;altavista;1;16;2017-04-19;7370000.0;microempresarial
2243;masculino;comercio;ferreteria;cabecera_san_antonio_;2;80;2017-03-06;7000000.0;microempresarial
2244;femenino;comercio;fabrica_de_;robledo;2;7;2018-08-23;6000000.0;microempresarial
2245;femenino;comercio;reciclaje;santa_teresita;2;12;2017-04-07;7370000.0;microempresarial
2246;masculino;servicio;publicidad_y_;playon_de_los_;2;2;2017-03-07;1000000.0;microempresarial
2247;femenino;comercio;almacen_de_ropa_en_;cabecera_san_cristobal;3;60;2017-09-13;7300000.0;microempresarial
2248;femenino;servicio;barberia;las_palmas;3;10;2018-02-28;7000000.0;microempresarial
2249;masculino;industria;fabrica_de_;manrique_central_no__1;1;4;2017-09-20;7300000.0;microempresarial
2250;masculino;comercio;comidas_rapidas;buenos_aires;2;9;2017-03-03;5000000.0;microempresarial
2251;masculino;servicio;comidas_rapidas;manrique_central_no__1;2;4;2017-02-27;4000000.0;microempresarial
2252;femenino;comercio;fabrica_de_helados;san_javier_no_1;2;13;2018-09-24;6000000.0;microempresarial
2253;femenino;servicio;productos_de_belleza;robledo;2;7;2019-05-29;4000000.0;microempresarial
2254;femenino;comercio;variedades;popular;2;1;2016-03-29;6890000.0;microempresarial
2255;femenino;comercio;variedades;guayabal;3;15;2018-12-06;1000000.0;microempresarial
2256;masculino;comercio;drogueria;santo_domingo_savio_;1;1;2018-08-22;7300000.0;microempresarial
2257;femenino;comercio;almacen_de_ropa_en_;belen;2;16;2018-07-04;7000000.0;microempresarial
2258;femenino;comercio;variedades;guayabal;3;15;2018-06-18;7800000.0;microempresarial
2259;femenino;comercio;miscelanea;san_javier_no_1;3;13;2018-10-26;7800000.0;microempresarial
2260;masculino;industria;fabrica_de_;robledo;2;7;2016-04-06;4000000.0;microempresarial
2262;femenino;comercio;almacen_de_ropa_en_;robledo;3;7;2017-06-12;7377000.0;microempresarial
2263;femenino;industria;fabrica_de_;robledo;2;7;2019-01-09;2200000.0;microempresarial
2264;masculino;servicio;fotografia;santo_domingo_savio_;2;1;2017-05-18;7377000.0;microempresarial
2265;masculino;servicio;peluqueria;barrio_caicedo;1;9;2016-06-14;5000000.0;microempresarial
2266;masculino;servicio;peluqueria;las_palmas;2;10;2017-10-30;7300000.0;microempresarial
2267;femenino;industria;fabrica_de_;olaya_herrera;2;7;2018-03-01;7800000.0;microempresarial
2268;masculino;comercio;distribuidora_de_;san_javier_no_1;2;13;2017-04-07;7377000.0;microempresarial
2269;masculino;servicio;papeleria;el_salado;1;13;2018-06-27;7800000.0;microempresarial
2270;femenino;comercio;papeleria;buenos_aires;3;9;2018-10-31;7800000.0;microempresarial
2271;masculino;comercio;panaderia;villa_hermosa;3;8;2018-01-23;3500000.0;microempresarial
2272;masculino;comercio;almacen_de_ropa_en_;doce_de_octubre_no_1;2;6;2017-09-27;7377000.0;microempresarial
2273;femenino;servicio;panaderia;robledo;1;4;2018-06-14;7800000.0;microempresarial
2274;femenino;agropecuaria;sembrados;santa_elena_central;3;90;2018-02-02;19000000.0;agropecuaria
2275;masculino;servicio;tienda;boston;3;10;2018-04-25;7800000.0;microempresarial
2276;femenino;comercio;variedades;cabecera_san_cristobal;1;60;2016-05-26;4000000.0;microempresarial
2277;femenino;industria;fabrica_de_;manrique_central_no__1;2;4;2018-10-18;7000000.0;microempresarial
2278;masculino;servicio;cafe_e_internet;san_javier_no_1;1;13;2019-01-22;6000000.0;microempresarial
2279;masculino;industria;marroquineria;villa_del_socorro;2;2;2018-09-14;5000000.0;microempresarial
2280;femenino;comercio;variedades;moravia;2;4;2016-10-24;6800000.0;microempresarial
2281;femenino;comercio;taller_de_mecanica;aranjuez;2;4;2018-01-17;7800000.0;microempresarial
2282;masculino;comercio;tienda;andalucia;2;2;2018-02-01;5000000.0;microempresarial
2283;femenino;comercio;variedades;santander;2;6;2016-04-25;3500000.0;microempresarial
2284;femenino;comercio;variedades;popular;1;1;2016-11-19;6890000.0;microempresarial
2285;femenino;comercio;restaurante;florencia;3;5;2018-10-11;7800000.0;microempresarial
2286;femenino;comercio;variedades;cabecera_san_cristobal;1;60;2018-06-15;2000000.0;microempresarial
2287;masculino;comercio;comidas_rapidas;antonio_nariño;2;13;2017-07-13;7370000.0;microempresarial
2288;femenino;industria;panaderia;aranjuez;3;4;2017-10-02;3000000.0;microempresarial
2289;femenino;comercio;comidas_rapidas;aranjuez;3;4;2017-10-31;7377000.0;microempresarial
2290;femenino;servicio;restaurante;enciso;1;8;2017-12-29;7377000.0;microempresarial
2291;femenino;industria;fabrica_de_;belen;2;16;2016-07-07;6890000.0;microempresarial
2292;femenino;comercio;comidas_rapidas;florencia;3;5;2018-04-11;7800000.0;microempresarial
2293;femenino;comercio;fabrica_de_;barrio_caicedo;1;9;2016-04-13;5000000.0;microempresarial
2294;masculino;servicio;comidas_rapidas;campo_valdes_no__1;2;4;2018-07-25;7800000.0;microempresarial
2295;femenino;servicio;tienda;boston;3;10;2018-06-01;7000000.0;microempresarial
2296;femenino;comercio;papeleria;loreto;3;9;2018-05-18;7800000.0;microempresarial
2297;femenino;comercio;tienda;el_salvador;2;9;2017-12-07;7300000.0;microempresarial
2298;femenino;servicio;peluqueria;campo_valdes_no__1;3;4;2017-03-15;7300000.0;microempresarial
2299;femenino;comercio;miscelanea;belencito;2;13;2018-07-11;4000000.0;microempresarial
2300;masculino;industria;fabrica_de_calzado;la_floresta;3;12;2018-01-25;7800000.0;microempresarial
2301;femenino;industria;fabrica_de_;popular;2;1;2017-10-09;5000000.0;microempresarial
2302;femenino;comercio;variedades;campo_valdes_no__1;3;4;2017-12-05;7000000.0;microempresarial
2303;masculino;servicio;panaderia;manrique_central_no__1;2;4;2018-09-04;3000000.0;microempresarial
2304;femenino;industria;fabrica_de_;belen;3;16;2016-12-27;4000000.0;microempresarial
2305;femenino;industria;fabrica_de_;el_triunfo;1;6;2017-09-20;6000000.0;microempresarial
2306;femenino;servicio;peluqueria;la_floresta;2;12;2017-06-15;7377000.0;microempresarial
2307;femenino;comercio;cafe_e_internet;cabecera_san_cristobal;2;60;2017-09-05;6000000.0;microempresarial
2308;femenino;comercio;papeleria;belen;2;16;2018-01-19;7800000.0;microempresarial
2309;masculino;industria;fabrica_de_;santander;2;6;2017-03-22;5000000.0;microempresarial
2310;femenino;comercio;variedades;manrique_central_no__1;2;4;2018-11-28;6000000.0;microempresarial
2311;masculino;comercio;variedades;robledo;1;7;2017-06-23;7000000.0;microempresarial
2312;femenino;industria;fabrica_de_;boston;3;10;2019-06-05;7500000.0;microempresarial
2313;femenino;industria;fabrica_de_;santa_cruz;2;2;2017-04-17;6000000.0;microempresarial
2314;femenino;comercio;variedades;barrio_caicedo;1;9;2017-03-16;7000000.0;microempresarial
2315;masculino;servicio;barberia;aranjuez;2;4;2016-10-25;6890000.0;microempresarial
2316;masculino;industria;ebanistaria;campo_valdes_no__1;3;4;2017-07-11;3000000.0;microempresarial
2317;femenino;comercio;fabrica_de_;santa_cruz;2;2;2018-05-09;6000000.0;microempresarial
2318;femenino;comercio;tienda;belencito;2;13;2017-10-25;7377000.0;microempresarial
2319;femenino;comercio;almacen_de_ropa_en_;popular;2;1;2018-10-11;7800000.0;microempresarial
2320;masculino;servicio;miscelanea;aranjuez;2;4;2016-06-02;6890000.0;microempresarial
2321;masculino;servicio;tienda_naturista;blanquizal;1;13;2017-09-11;7000000.0;microempresarial
2322;masculino;industria;fabrica_de_;guayabal;2;15;2017-05-26;2000000.0;microempresarial
2323;masculino;servicio;fabrica_de_;belencito;2;13;2017-05-23;7200000.0;microempresarial
2324;femenino;comercio;comidas_rapidas;buenos_aires;3;9;2018-01-23;5000000.0;microempresarial
2325;masculino;comercio;carniceria;cabecera_san_cristobal;3;60;2019-04-10;8200000.0;microempresarial
2326;femenino;comercio;comidas_rapidas;manrique_central_no__1;2;4;2018-02-14;4000000.0;microempresarial
2327;femenino;comercio;restaurante;robledo;2;7;2018-10-29;7000000.0;microempresarial
2328;femenino;comercio;papeleria;doce_de_octubre_no_1;1;6;2017-03-01;7377000.0;microempresarial
2330;femenino;servicio;peluqueria;barrio_caicedo;2;9;2018-10-26;7800000.0;microempresarial
2331;femenino;comercio;fabrica_de_alimentos;villa_del_socorro;2;2;2018-09-24;4000000.0;microempresarial
2332;femenino;industria;fabrica_de_;barrio_caicedo;2;9;2016-11-09;6890000.0;microempresarial
2333;femenino;servicio;peluqueria;aranjuez;3;4;2018-06-14;7800000.0;microempresarial
2334;masculino;comercio;fabrica_de_productos_;manrique_central_no__1;1;4;2018-02-12;1000000.0;microempresarial
2335;femenino;industria;fabrica_de_;loma_de_los_bernal;2;16;2018-05-18;6500000.0;microempresarial
2336;femenino;servicio;publicidad_y_;buenos_aires;2;9;2017-03-23;5000000.0;microempresarial
2337;masculino;comercio;variedades;campo_valdes_no__1;3;4;2016-06-15;6000000.0;microempresarial
2338;femenino;industria;fabrica_de_;andalucia;2;2;2018-12-20;4000000.0;microempresarial
2339;femenino;servicio;comidas_rapidas;el_compromiso;1;1;2017-02-23;5000000.0;microempresarial
2340;femenino;industria;taller_de_electronica;picachito;1;6;2017-04-05;7000000.0;microempresarial
2341;femenino;industria;fabrica_de_calzado;manrique_central_no__1;2;4;2018-04-05;1000000.0;microempresarial
2342;femenino;industria;fabrica_de_productos_;belen;2;16;2017-03-22;7377000.0;microempresarial
2343;femenino;industria;miscelanea;robledo;2;7;2016-10-20;6890000.0;microempresarial
2344;femenino;industria;fabrica_de_;santa_cruz;2;2;2016-11-03;6000000.0;microempresarial
2345;femenino;comercio;comidas_rapidas;la_milagrosa;3;9;2018-04-10;1000000.0;microempresarial
2346;masculino;comercio;variedades;aranjuez;1;4;2018-05-23;5250000.0;microempresarial
2347;masculino;servicio;comidas_rapidas;robledo;3;7;2017-05-10;5000000.0;microempresarial
2348;femenino;comercio;variedades;robledo;2;7;2018-12-14;7000000.0;microempresarial
2349;femenino;comercio;comidas_rapidas;buenos_aires;2;9;2017-07-11;2500000.0;microempresarial
2350;femenino;comercio;tienda;boyaca;3;5;2016-07-15;6890000.0;microempresarial
2351;masculino;servicio;cafe_e_internet;belen;3;16;2018-02-09;7800000.0;microempresarial
2352;femenino;industria;fabrica_de_;san_javier_no_1;2;13;2017-08-24;5000000.0;microempresarial
2353;masculino;comercio;ferreteria;barrio_caicedo;2;9;2016-11-10;3000000.0;microempresarial
2354;masculino;industria;carpinteria;santa_elena_central;2;90;2018-01-25;2000000.0;microempresarial
2355;femenino;comercio;miscelanea;altamira;3;7;2018-03-06;7800000.0;microempresarial
2357;femenino;comercio;drogueria;castilla;3;5;2018-10-18;7812000.0;microempresarial
2358;femenino;comercio;peluqueria;manrique_central_no__1;2;4;2017-12-20;7000000.0;microempresarial
2359;masculino;comercio;tienda;manrique_central_no__2;3;3;2016-07-27;4000000.0;microempresarial
2360;masculino;servicio;papeleria;belen;3;16;2017-04-07;7300000.0;microempresarial
2361;femenino;servicio;productos_de_belleza;florencia;3;5;2016-05-19;1500000.0;microempresarial
2362;masculino;comercio;variedades;la_libertad;2;8;2018-04-25;5000000.0;microempresarial
2363;femenino;industria;fabrica_de_;centro_admtivo;3;10;2016-12-13;6890000.0;microempresarial
2364;masculino;comercio;carpinteria;barrio_caicedo;1;9;2017-07-13;7370000.0;microempresarial
2365;femenino;comercio;comidas_rapidas;altavista;2;16;2018-06-07;4000000.0;microempresarial
2366;masculino;servicio;mantenimiento_en_;olaya_herrera;1;7;2017-11-03;4000000.0;microempresarial
2367;masculino;industria;fabrica_de_;santa_cruz;2;2;2018-03-14;7000000.0;microempresarial
2368;femenino;servicio;peluqueria;manrique_central_no__2;2;3;2016-05-20;5500000.0;microempresarial
2369;femenino;comercio;granero;loreto;3;9;2018-04-18;7800000.0;microempresarial
2370;femenino;comercio;charcuteria;la_milagrosa;2;9;2017-06-29;7377000.0;microempresarial
2371;femenino;comercio;almacen_de_ropa_en_;san_javier_no_1;2;13;2016-10-21;5200000.0;microempresarial
2372;masculino;comercio;almacen_de_ropa_en_;guayabal;2;15;2017-04-25;7300000.0;microempresarial
2373;femenino;comercio;variedades;moravia;2;4;2016-06-09;2000000.0;microempresarial
2374;femenino;comercio;comidas_rapidas;playon_de_los_;2;2;2018-03-09;4000000.0;microempresarial
2375;masculino;servicio;recreativo_educativo;san_javier_no_1;3;13;2016-05-27;6500000.0;microempresarial
2376;masculino;comercio;cafeteria;bombona_no__1;3;10;2017-09-18;5000000.0;microempresarial
2377;femenino;industria;fabrica_de_;enciso;2;8;2019-05-22;7500000.0;microempresarial
2378;femenino;industria;fabrica_de_;belen;2;16;2019-03-05;8281000.0;microempresarial
2379;masculino;servicio;barberia;doce_de_octubre_no_1;2;6;2017-04-04;3000000.0;microempresarial
2380;femenino;comercio;variedades;la_floresta;3;12;2018-11-15;800000.0;microempresarial
2381;masculino;comercio;fabrica_de_alimentos;villa_hermosa;2;8;2017-10-11;4000000.0;microempresarial
2382;masculino;industria;panaderia;guayabal;3;15;2018-11-22;7800000.0;microempresarial
2383;femenino;comercio;tienda;manrique_central_no__2;2;3;2017-05-31;7000000.0;microempresarial
2384;masculino;comercio;variedades;barrio_caicedo;3;9;2018-04-17;7800000.0;microempresarial
2385;femenino;comercio;cafe_e_internet;enciso;2;8;2018-07-05;7800000.0;microempresarial
2386;femenino;comercio;almacen_de_ropa_en_;buenos_aires;3;9;2016-11-18;6300000.0;microempresarial
2387;femenino;comercio;almacen_de_ropa_en_;castilla;3;5;2018-09-03;2000000.0;microempresarial
2388;femenino;comercio;variedades;popular;2;1;2017-10-18;7300000.0;microempresarial
2389;femenino;comercio;almacen_de_ropa_en_;palmitas;2;50;2017-04-25;2000000.0;microempresarial
2390;masculino;servicio;mantenimiento_en_;moravia;2;4;2018-09-14;7800000.0;microempresarial
2391;masculino;comercio;venta_de_calzado;san_javier_no_1;2;13;2017-05-05;5000000.0;microempresarial
2392;masculino;servicio;taller_de_mecanica;guayabal;3;15;2016-08-01;6000000.0;microempresarial
2393;femenino;servicio;peluqueria;robledo;3;7;2017-10-24;2000000.0;microempresarial
2394;femenino;servicio;restaurante;tejelo;3;5;2016-11-28;6890000.0;microempresarial
2395;femenino;comercio;tienda_de_helados;belen;2;16;2017-05-10;4000000.0;microempresarial
2396;femenino;servicio;peluqueria;manrique_central_no__2;3;3;2017-08-10;5000000.0;microempresarial
2397;femenino;comercio;variedades;santander;2;6;2017-08-30;7370000.0;microempresarial
2398;femenino;servicio;lavadero_de_;enciso;2;8;2016-11-28;6890000.0;microempresarial
2399;femenino;servicio;lavanderia;cabecera_san_antonio_;3;80;2018-04-04;7800000.0;microempresarial
2400;femenino;comercio;almacen_de_ropa_en_;campo_valdes_no__1;2;4;2019-05-23;4800000.0;microempresarial
2401;femenino;comercio;papeleria;buenos_aires;3;9;2018-01-19;7800000.0;microempresarial
2402;femenino;agropecuaria;venta_de_pollos;cabecera_san_cristobal;2;60;2019-02-22;10000000.0;microempresarial
2403;masculino;comercio;variedades;las_palmas;2;90;2016-04-15;6890000.0;microempresarial
2404;femenino;industria;variedades;cabecera_san_cristobal;1;60;2017-10-12;7300000.0;microempresarial
2405;femenino;comercio;variedades;santander;2;6;2017-02-14;5000000.0;microempresarial
2406;femenino;servicio;peluqueria;enciso;2;8;2019-04-25;7000000.0;microempresarial
2407;femenino;comercio;marqueteria;manrique_oriental;3;3;2017-04-05;6000000.0;microempresarial
2408;femenino;industria;fabrica_de_;robledo;3;7;2016-09-07;6890000.0;microempresarial
2409;femenino;servicio;comidas_rapidas;enciso;2;8;2016-06-22;6890000.0;microempresarial
2410;femenino;industria;fabrica_de_;enciso;2;8;2018-01-24;4000000.0;microempresarial
2411;femenino;servicio;productos_de_mar;la_loma;2;60;2018-10-11;7800000.0;microempresarial
2412;femenino;comercio;variedades;santo_domingo_savio_;2;1;2018-05-02;7800000.0;microempresarial
2413;femenino;comercio;variedades;la_floresta;3;12;2018-01-24;7800000.0;microempresarial
2414;masculino;comercio;comidas_rapidas;san_pablo;1;1;2018-02-15;3000000.0;microempresarial
2415;masculino;comercio;comidas_rapidas;olaya_herrera;1;7;2017-08-30;7377000.0;microempresarial
2416;masculino;comercio;variedades;castilla;3;5;2016-04-18;4500000.0;microempresarial
2417;masculino;comercio;variedades;cabecera_san_cristobal;2;60;2017-07-25;7370000.0;microempresarial
2418;femenino;servicio;peluqueria;campo_valdes_no__1;3;4;2016-07-18;6000000.0;microempresarial
2419;femenino;comercio;tienda;blanquizal;1;13;2019-05-14;2000000.0;microempresarial
2420;masculino;comercio;variedades;manrique_central_no__1;3;4;2018-02-13;7800000.0;microempresarial
2421;femenino;servicio;peluqueria;cabecera_san_cristobal;1;60;2017-11-28;5000000.0;microempresarial
2422;femenino;comercio;peluqueria;enciso;1;8;2017-05-05;7000000.0;microempresarial
2423;femenino;comercio;tienda;blanquizal;1;13;2016-09-19;6890000.0;microempresarial
2424;femenino;industria;miscelanea;cabecera_san_cristobal;2;60;2017-03-06;1000000.0;microempresarial
2425;femenino;comercio;variedades;manrique_oriental;1;3;2018-06-22;7800000.0;microempresarial
2426;masculino;comercio;variedades;aranjuez;2;4;2016-04-22;6890000.0;microempresarial
2427;femenino;comercio;variedades;la_floresta;2;12;2018-03-09;7812000.0;microempresarial
2428;femenino;comercio;tienda_de_helados;robledo;1;7;2018-09-14;7000000.0;microempresarial
2429;femenino;industria;cerrajeria;las_brisas;3;5;2017-05-09;5000000.0;microempresarial
2430;masculino;industria;fabrica_de_calzado;granizal;2;1;2018-06-22;5500000.0;microempresarial
2431;femenino;comercio;criadero_de_animales_;palmitas;2;50;2018-07-03;3000000.0;microempresarial
2433;femenino;industria;fabrica_de_;la_esperanza;1;6;2016-04-27;6890000.0;microempresarial
2434;femenino;servicio;cafe_e_internet;santo_domingo_savio_;1;1;2017-10-19;4000000.0;microempresarial
2435;masculino;comercio;tienda;manrique_central_no__2;2;3;2017-04-24;7300000.0;microempresarial
2436;femenino;servicio;peluqueria;villa_del_socorro;2;2;2018-11-09;4000000.0;microempresarial
2437;femenino;comercio;miscelanea;manrique_oriental;2;3;2018-11-02;6000000.0;microempresarial
2438;masculino;comercio;restaurante;centro_admtivo;3;10;2017-05-11;7300000.0;microempresarial
2439;masculino;comercio;tienda;enciso;1;8;2018-11-28;6000000.0;microempresarial
2440;masculino;industria;jardineria;cabecera_san_antonio_;3;80;2019-04-25;2000000.0;microempresarial
2441;femenino;comercio;cafeteria;villa_niza;2;2;2017-06-05;3000000.0;microempresarial
2442;masculino;comercio;tienda;enciso;2;8;2017-09-08;5000000.0;microempresarial
2443;femenino;industria;fabrica_de_;la_milagrosa;2;9;2018-03-16;3500000.0;microempresarial
2444;femenino;industria;fabrica_de_;la_loma;2;60;2017-04-26;7000000.0;microempresarial
2446;femenino;comercio;restaurante;barrio_caicedo;1;9;2017-03-22;4000000.0;microempresarial
2448;masculino;servicio;barberia;buenos_aires;2;9;2016-11-30;4000000.0;microempresarial
2449;femenino;industria;fabrica_de_;robledo;2;7;2017-03-27;7300000.0;microempresarial
2450;femenino;comercio;peluqueria;buenos_aires;2;9;2018-06-01;6000000.0;microempresarial
2451;femenino;industria;fabrica_de_colchones;manrique_oriental;2;3;2017-10-18;6000000.0;microempresarial
2452;masculino;servicio;barberia;pedregal;2;6;2017-09-26;7370000.0;microempresarial
2453;femenino;servicio;peluqueria;cabecera_san_antonio_;3;80;2018-04-06;3000000.0;microempresarial
2454;femenino;comercio;variedades;castilla;3;5;2018-07-12;7800000.0;microempresarial
2455;femenino;agropecuaria;criadero_de_animales_;santa_elena_central;2;90;2017-01-19;30000000.0;empresarial_ed__
2456;femenino;comercio;comidas_rapidas;campo_valdes_no__1;3;4;2018-08-01;2500000.0;microempresarial
2457;femenino;comercio;miscelanea;robledo;2;7;2018-07-10;6000000.0;microempresarial
2458;femenino;comercio;variedades;buenos_aires;3;9;2017-05-09;7377000.0;microempresarial
2459;masculino;comercio;fotografia;la_milagrosa;2;9;2017-07-05;7377000.0;microempresarial
2460;masculino;industria;panaderia;guayabal;2;15;2017-06-30;7300000.0;microempresarial
2461;femenino;servicio;cafe_e_internet;manrique_central_no__2;1;3;2016-06-07;6000000.0;microempresarial
2462;femenino;comercio;restaurante;palmitas;1;50;2017-06-08;4000000.0;microempresarial
2463;femenino;comercio;legumbreria;maria_cano_;2;3;2018-04-26;7000000.0;microempresarial
2464;femenino;industria;joyeria;barrio_caicedo;2;9;2019-02-13;4000000.0;microempresarial
2465;femenino;comercio;variedades;santa_cruz;2;2;2016-09-20;2000000.0;microempresarial
2466;masculino;industria;comidas_rapidas;belencito;2;13;2016-07-12;5000000.0;microempresarial
2467;masculino;comercio;papeleria;buenos_aires;2;9;2016-02-18;6400000.0;microempresarial
2468;femenino;industria;fabrica_de_;robledo;1;7;2018-07-09;5000000.0;microempresarial
2469;masculino;servicio;variedades;los_alcazares;3;13;2017-12-01;1500000.0;microempresarial
2470;femenino;comercio;comidas_rapidas;ocho_de_marzo;1;9;2017-09-06;7000000.0;microempresarial
2471;femenino;comercio;almacen_de_ropa_en_;la_esperanza;1;6;2017-04-25;3000000.0;microempresarial
2472;femenino;servicio;charcuteria;san_javier_no_1;2;13;2018-01-03;7377000.0;microempresarial
2473;femenino;comercio;almacen_de_ropa_en_;buenos_aires;3;9;2019-03-05;8000000.0;microempresarial
2474;femenino;comercio;comidas_rapidas;robledo;1;7;2017-07-24;6000000.0;microempresarial
2475;femenino;industria;fabrica_de_arepas;alfonso_lopez;3;5;2018-03-21;5000000.0;microempresarial
2476;femenino;comercio;variedades;manrique_central_no__1;2;4;2017-09-13;2000000.0;microempresarial
2478;femenino;comercio;variedades;manrique_oriental;2;3;2016-11-29;3800000.0;microempresarial
2479;femenino;industria;fabrica_de_;moravia;2;7;2019-03-14;5000000.0;microempresarial
2480;femenino;industria;fabrica_de_;belen;3;16;2019-05-29;8000000.0;microempresarial
2481;femenino;comercio;variedades;cabecera_san_cristobal;2;60;2016-04-18;6500000.0;microempresarial
2482;femenino;servicio;comidas_rapidas;la_america;3;12;2017-02-23;7300000.0;microempresarial
2483;femenino;comercio;variedades;altavista;2;16;2018-02-12;4000000.0;microempresarial
2484;femenino;agropecuaria;granero;cabecera_san_antonio_;2;80;2019-02-18;1800000.0;microempresarial
2485;femenino;comercio;granero;barrio_caicedo;3;9;2016-09-26;6000000.0;microempresarial
2486;masculino;comercio;variedades;la_milagrosa;3;9;2017-07-04;7377000.0;microempresarial
2487;femenino;servicio;restaurante;manrique_central_no__2;1;3;2016-04-07;6000000.0;microempresarial
2488;femenino;comercio;comidas_rapidas;robledo;2;7;2017-08-09;7377000.0;microempresarial
2489;masculino;comercio;variedades;cabecera_san_cristobal;1;60;2018-02-13;5000000.0;microempresarial
2490;femenino;comercio;comidas_rapidas;san_javier_no_1;1;13;2018-07-27;1300000.0;microempresarial
2491;femenino;comercio;peluqueria;vrda__san_antonio_;3;80;2016-02-10;6000000.0;microempresarial
2492;masculino;comercio;comidas_rapidas;buenos_aires;3;9;2018-09-17;7800000.0;microempresarial
2493;femenino;comercio;fabrica_de_alimentos;belen;3;16;2016-04-20;4000000.0;microempresarial
2494;masculino;servicio;mantenimiento_en_;cabecera_san_antonio_;2;80;2016-04-26;6890000.0;microempresarial
2495;femenino;comercio;tienda;enciso;1;8;2016-09-07;6890000.0;microempresarial
